-0.040894	-0.047944	1.000000
-0.364636	0.516432	-1.000000
-0.236673	-0.029008	1.000000
-0.568166	0.819674	-1.000000
-0.020278	0.721249	-1.000000
-0.437662	0.376613	-1.000000
-0.887499	0.157563	-1.000000
0.392774	-0.033827	1.000000
-0.346008	0.682251	-1.000000
-0.551752	-0.674573	-1.000000
0.144407	-0.207718	1.000000
-0.679737	0.236797	-1.000000
-0.072326	0.001420	1.000000
0.368468	0.298677	1.000000
-0.055680	0.068250	1.000000
-0.454991	0.166567	1.000000
0.031873	0.266673	1.000000
-0.398436	-0.835866	-1.000000
0.139906	-0.649709	-1.000000
-0.407670	0.700161	-1.000000
0.178961	-0.837315	-1.000000
-0.355147	0.368711	-1.000000
-0.040207	0.089283	1.000000
-0.175741	-0.128979	1.000000
-0.289207	0.573414	-1.000000
0.278412	0.222210	1.000000
-0.553055	0.028853	-1.000000
0.015232	-0.011903	1.000000
-0.409096	0.170121	1.000000
0.186238	0.170417	1.000000
-0.256310	-0.219485	1.000000
0.191501	0.010240	1.000000
0.017958	-0.037211	1.000000
0.670360	-0.695436	-1.000000
0.099786	0.207430	1.000000
-0.637652	0.331604	-1.000000
0.085410	-0.689392	-1.000000
-0.011274	-0.048113	1.000000
-0.352095	-0.030916	1.000000
0.336980	0.191112	1.000000
0.008535	0.027115	1.000000
-0.214757	-0.965530	-1.000000
-0.234030	0.366252	1.000000
-0.152183	0.131149	1.000000
0.904212	0.404190	-1.000000
0.577731	-0.301560	-1.000000
-0.855577	0.062416	-1.000000
-0.006895	0.026032	1.000000
-0.034696	-0.124379	1.000000
0.088680	-0.164079	1.000000
-0.666089	0.064147	-1.000000
0.120444	-0.005575	1.000000
-0.367538	-0.759285	-1.000000
0.243423	-0.288112	1.000000
0.457703	-0.187791	1.000000
-0.412471	0.397471	-1.000000
0.067168	-0.288834	1.000000
0.001585	-0.200561	1.000000
0.460431	0.302117	-1.000000
0.024082	0.019807	1.000000
0.154150	-0.340994	1.000000
-0.461724	0.194351	-1.000000
0.664897	-0.070532	-1.000000
-0.145575	-0.458572	1.000000
0.626340	0.182748	-1.000000
-0.685872	0.076523	-1.000000
0.047308	-0.911518	-1.000000
-0.161807	-0.732250	-1.000000
-0.360617	-0.142680	1.000000
-0.395230	0.427517	-1.000000
-0.016667	-0.332675	1.000000
-0.473227	-0.025915	1.000000
-0.252660	-0.293870	1.000000
-0.604762	-0.201869	-1.000000
0.424338	0.285981	-1.000000
0.489537	-0.677955	-1.000000
0.441091	0.528102	-1.000000
-0.644548	0.705640	-1.000000
0.541466	0.120602	-1.000000
-0.421480	-0.827624	-1.000000
-0.600485	-0.232240	-1.000000
-0.667722	-0.496289	-1.000000
0.409861	-0.135695	1.000000
0.139861	0.519817	-1.000000
0.221092	-0.102136	1.000000
0.187833	0.043778	1.000000
-0.523001	0.014879	-1.000000
0.394040	0.651921	-1.000000
-0.599190	0.800133	-1.000000
-0.038192	-0.488854	1.000000
-0.405541	-0.245173	1.000000
-0.296921	0.937882	-1.000000
-0.539235	0.251520	-1.000000
-0.074824	0.055038	1.000000
-0.467904	-0.408304	-1.000000
0.090538	0.225275	1.000000
-0.252479	-0.478889	-1.000000
-0.184322	0.231719	1.000000
0.222568	-0.099935	1.000000
0.314754	-0.565585	-1.000000
